Street_One,Street_Two,response,latitude,longitude
MISSION ST,SAN JUAN AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:51.313+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_NZKXCMuJgfnth7lKTvDAXB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72534, 'Longitude': -122.43845}, 'NavigationPosition': [{'Latitude': 37.72534, 'Longitude': -122.43845}], 'MapView': {'TopLeft': {'Latitude': 37.72698, 'Longitude': -122.44145}, 'BottomRight': {'Latitude': 37.72401, 'Longitude': -122.43532}}, 'Address': {'Label': 'San Juan Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'San Juan Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72534,-122.43845
MISSION ST,14TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:51.751+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_wCeGb2JP8kZwFTlqbR3vEA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76845, 'Longitude': -122.41733}, 'NavigationPosition': [{'Latitude': 37.76845, 'Longitude': -122.41733}], 'MapView': {'TopLeft': {'Latitude': 37.7686599, 'Longitude': -122.42121}, 'BottomRight': {'Latitude': 37.76821, 'Longitude': -122.41344}}, 'Address': {'Label': '14th St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '14th St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76845,-122.41733
MISSION ST,CONCORD ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:52.216+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_g-mst3z6BLPxi9loIrQZYD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71182, 'Longitude': -122.44251}, 'NavigationPosition': [{'Latitude': 37.71182, 'Longitude': -122.44251}], 'MapView': {'TopLeft': {'Latitude': 37.71397, 'Longitude': -122.44334}, 'BottomRight': {'Latitude': 37.7097, 'Longitude': -122.44162}}, 'Address': {'Label': 'Concord St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Concord St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71182,-122.44251
MISSION ST,HIGHLAND AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:52.667+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_nX7aCidqD6XjmkRjTIIzSA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73737, 'Longitude': -122.42322}, 'NavigationPosition': [{'Latitude': 37.73737, 'Longitude': -122.42322}], 'MapView': {'TopLeft': {'Latitude': 37.73765, 'Longitude': -122.42528}, 'BottomRight': {'Latitude': 37.73704, 'Longitude': -122.41664}}, 'Address': {'Label': 'Highland Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Highland Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_-ewpi1n6mkgm6NJXKIwaUB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73772, 'Longitude': -122.42538}, 'NavigationPosition': [{'Latitude': 37.73772, 'Longitude': -122.42538}], 'MapView': {'TopLeft': {'Latitude': 37.73778, 'Longitude': -122.42548}, 'BottomRight': {'Latitude': 37.73765, 'Longitude': -122.42528}}, 'Address': {'Label': 'Highland Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Glen Park', 'Street': 'Highland Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.73737,-122.42322
MISSION ST,10TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:53.102+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_XdmLsltJYOcfuN5.nUVfuD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77289, 'Longitude': -122.41291}, 'NavigationPosition': [{'Latitude': 37.77289, 'Longitude': -122.41291}], 'MapView': {'TopLeft': {'Latitude': 37.77653, 'Longitude': -122.41753}, 'BottomRight': {'Latitude': 37.7692, 'Longitude': -122.40834}}, 'Address': {'Label': '10th St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': '10th St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_Y7kJfj8WksQ7HncetD031A', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.82752, 'Longitude': -122.36742}, 'NavigationPosition': [{'Latitude': 37.82752, 'Longitude': -122.36742}], 'MapView': {'TopLeft': {'Latitude': 37.82787, 'Longitude': -122.37337}, 'BottomRight': {'Latitude': 37.82514, 'Longitude': -122.36662}}, 'Address': {'Label': '10th St, San Francisco, CA 94130, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Treasure Island', 'Street': '10th St', 'PostalCode': '94130', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77289,-122.41291
MISSION ST,LAWRENCE AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:53.542+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_QnPmLB4wqDhSfr6EMHIdQC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7105, 'Longitude': -122.45224}, 'NavigationPosition': [{'Latitude': 37.7105, 'Longitude': -122.45224}], 'MapView': {'TopLeft': {'Latitude': 37.71154, 'Longitude': -122.4536}, 'BottomRight': {'Latitude': 37.70942, 'Longitude': -122.45088}}, 'Address': {'Label': 'Lawrence Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Lawrence Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.7105,-122.45224
MISSION ST,AMAZON AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:53.977+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.47, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_w5IVIQowYY9RJDvsUbWXAC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71376, 'Longitude': -122.44357}, 'NavigationPosition': [{'Latitude': 37.71376, 'Longitude': -122.44357}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71376,-122.44357
MISSION ST,ECKER ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:54.476+0000', 'NextPageInformation': '2'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_ob5MC3mMch6B8AUm3ux6TD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77867, 'Longitude': -122.4116}, 'NavigationPosition': [{'Latitude': 37.77867, 'Longitude': -122.4116}], 'MapView': {'TopLeft': {'Latitude': 37.78627, 'Longitude': -122.41995}, 'BottomRight': {'Latitude': 37.77012, 'Longitude': -122.402}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mission St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_.tI56uRYikBo3ENwGGiCsC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.75317, 'Longitude': -122.41855}, 'NavigationPosition': [{'Latitude': 37.75317, 'Longitude': -122.41855}], 'MapView': {'TopLeft': {'Latitude': 37.76505, 'Longitude': -122.42196}, 'BottomRight': {'Latitude': 37.74239, 'Longitude': -122.41811}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_xh8h9x569U95YlQoHfte8C', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79063, 'Longitude': -122.39649}, 'NavigationPosition': [{'Latitude': 37.79063, 'Longitude': -122.39649}], 'MapView': {'TopLeft': {'Latitude': 37.79325, 'Longitude': -122.39979}, 'BottomRight': {'Latitude': 37.78801, 'Longitude': -122.39319}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'The East Cut', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_nR5ScNULR8DXKFRtLdxiYA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78713, 'Longitude': -122.40089}, 'NavigationPosition': [{'Latitude': 37.78713, 'Longitude': -122.40089}], 'MapView': {'TopLeft': {'Latitude': 37.78801, 'Longitude': -122.402}, 'BottomRight': {'Latitude': 37.78627, 'Longitude': -122.39979}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_bYpKpxEcrDtz9LkmsfwmwD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_eY99sbnQmijHTi914dAAOB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_mo8ojrGnuWRNQYvyypO0yD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74208, 'Longitude': -122.42217}, 'NavigationPosition': [{'Latitude': 37.74208, 'Longitude': -122.42217}], 'MapView': {'TopLeft': {'Latitude': 37.74837, 'Longitude': -122.42481}, 'BottomRight': {'Latitude': 37.7352599, 'Longitude': -122.41813}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_5plvehIy2LF9tvSOvBGlzD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7112, 'Longitude': -122.44689}, 'NavigationPosition': [{'Latitude': 37.7112, 'Longitude': -122.44689}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_w5IVIQowYY9RJDvsUbWXAC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71376, 'Longitude': -122.44357}, 'NavigationPosition': [{'Latitude': 37.71376, 'Longitude': -122.44357}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.7, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_hhclkeWG6klcZl5avmh-HB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76706, 'Longitude': -122.41985}, 'NavigationPosition': [{'Latitude': 37.76706, 'Longitude': -122.41985}], 'MapView': {'TopLeft': {'Latitude': 37.77012, 'Longitude': -122.42018}, 'BottomRight': {'Latitude': 37.76505, 'Longitude': -122.41967}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77867,-122.4116
MISSION ST,SHAW ALY,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:54.906+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_-MB.qonB32EFW8Sln8jorA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78877, 'Longitude': -122.3983}, 'NavigationPosition': [{'Latitude': 37.78877, 'Longitude': -122.3983}], 'MapView': {'TopLeft': {'Latitude': 37.78898, 'Longitude': -122.39857}, 'BottomRight': {'Latitude': 37.7885599, 'Longitude': -122.39803}}, 'Address': {'Label': 'Shaw Aly, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'The East Cut', 'Street': 'Shaw Aly', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78877,-122.3983
MISSION ST,AVALON AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:55.349+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_OzEzIL0t.Q4ErYCJ2q4VND', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72507, 'Longitude': -122.42672}, 'NavigationPosition': [{'Latitude': 37.72507, 'Longitude': -122.42672}], 'MapView': {'TopLeft': {'Latitude': 37.72772, 'Longitude': -122.43234}, 'BottomRight': {'Latitude': 37.72439, 'Longitude': -122.42333}}, 'Address': {'Label': 'Avalon Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Avalon Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72507,-122.42672
MISSION ST,FRANCIS ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:55.791+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_km2pD7lG0zV0TXObbfjEMD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72708, 'Longitude': -122.43439}, 'NavigationPosition': [{'Latitude': 37.72708, 'Longitude': -122.43439}], 'MapView': {'TopLeft': {'Latitude': 37.72757, 'Longitude': -122.43542}, 'BottomRight': {'Latitude': 37.7266, 'Longitude': -122.43336}}, 'Address': {'Label': 'Francis St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Francis St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72708,-122.43439
MISSION ST,LAFAYETTE ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:56.206+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_Q8sQC8KYWBIXZGuEbcapPD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77301, 'Longitude': -122.41719}, 'NavigationPosition': [{'Latitude': 37.77301, 'Longitude': -122.41719}], 'MapView': {'TopLeft': {'Latitude': 37.77352, 'Longitude': -122.41808}, 'BottomRight': {'Latitude': 37.77249, 'Longitude': -122.41631}}, 'Address': {'Label': 'Lafayette St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Lafayette St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77301,-122.41719
MISSION ST,JESSIE WEST ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:56.644+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [0.91]}, 'Location': {'LocationId': 'NT_wDNfGn8dUtH0KB2kjyA6gD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78329, 'Longitude': -122.40629}, 'NavigationPosition': [{'Latitude': 37.78329, 'Longitude': -122.40629}], 'MapView': {'TopLeft': {'Latitude': 37.7834999, 'Longitude': -122.40655}, 'BottomRight': {'Latitude': 37.78309, 'Longitude': -122.40604}}, 'Address': {'Label': 'Jessie West, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Jessie West', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78329,-122.40629
